season,drugname,drugcost,alternatedrug,alternatedrugcost,no_of_customer_using_drug,no_of_customer_using_alternate_drug,Year,Month,YearMonth
Autumn,Atorvastatin,398,Rosuvastatin,416,523,615,2011,6,2011-06
Spring,Amoxicillin,209,Azithromycin,183,653,504,2016,5,2016-05
Summer,Amoxicillin,387,Azithromycin,358,294,586,2023,9,2023-09
Summer,Salbutamol,288,Terbutaline,263,915,462,2023,2,2023-02
Monsoon,Losartan,198,Telmisartan,174,594,300,2016,3,2016-03
Monsoon,Paracetamol,220,Ibuprofen,265,317,61,2015,6,2015-06
Summer,Atorvastatin,116,Rosuvastatin,100,392,158,2024,2,2024-02
Winter,Salbutamol,416,Terbutaline,441,492,337,2024,7,2024-07
Summer,Salbutamol,243,Terbutaline,276,532,567,2021,10,2021-10
Spring,Salbutamol,87,Terbutaline,126,913,432,2017,3,2017-03
Spring,Insulin,390,Glipizide,378,531,550,2018,4,2018-04
Winter,Levothyroxine,122,Liothyronine,150,608,50,2012,9,2012-09
Winter,Levothyroxine,426,Liothyronine,414,634,730,2010,5,2010-05
Summer,Levothyroxine,114,Liothyronine,123,830,600,2020,3,2020-03
Autumn,Metformin,317,Glimepiride,295,296,744,2020,11,2020-11
Spring,Omeprazole,500,Pantoprazole,485,130,559,2017,5,2017-05
Summer,Amoxicillin,445,Azithromycin,482,944,51,2019,12,2019-12
Monsoon,Omeprazole,68,Pantoprazole,118,823,670,2023,9,2023-09
Winter,Omeprazole,102,Pantoprazole,64,748,330,2021,4,2021-04
Autumn,Atorvastatin,425,Rosuvastatin,435,211,701,2018,4,2018-04
Monsoon,Insulin,394,Glipizide,389,162,322,2011,3,2011-03
Autumn,Omeprazole,261,Pantoprazole,278,379,254,2023,12,2023-12
Monsoon,Omeprazole,115,Pantoprazole,155,347,779,2016,6,2016-06
Summer,Amoxicillin,89,Azithromycin,77,623,129,2011,8,2011-08
Autumn,Metformin,350,Glimepiride,334,786,409,2010,9,2010-09
Spring,Losartan,415,Telmisartan,369,881,183,2023,3,2023-03
Autumn,Levothyroxine,395,Liothyronine,435,767,178,2018,8,2018-08
Winter,Salbutamol,74,Terbutaline,52,648,609,2015,8,2015-08
Monsoon,Insulin,89,Glipizide,102,117,541,2013,12,2013-12
Summer,Metformin,277,Glimepiride,297,975,421,2018,1,2018-01
Autumn,Losartan,143,Telmisartan,164,834,513,2024,2,2024-02
Summer,Amoxicillin,406,Azithromycin,420,995,259,2013,2,2013-02
Monsoon,Losartan,244,Telmisartan,259,443,629,2020,11,2020-11
Autumn,Losartan,423,Telmisartan,453,572,614,2018,9,2018-09
Winter,Levothyroxine,168,Liothyronine,161,279,477,2020,5,2020-05
Winter,Levothyroxine,161,Liothyronine,182,885,427,2022,2,2022-02
Spring,Omeprazole,177,Pantoprazole,202,377,129,2021,2,2021-02
Spring,Paracetamol,425,Ibuprofen,443,302,185,2011,8,2011-08
Spring,Paracetamol,180,Ibuprofen,143,138,653,2014,8,2014-08
Winter,Losartan,394,Telmisartan,378,328,578,2024,4,2024-04
Spring,Atorvastatin,190,Rosuvastatin,200,456,775,2018,3,2018-03
Winter,Atorvastatin,217,Rosuvastatin,227,990,190,2011,3,2011-03
Summer,Metformin,217,Glimepiride,187,222,716,2018,2,2018-02
Autumn,Cetirizine,395,Loratadine,415,770,50,2017,3,2017-03
Monsoon,Amoxicillin,347,Azithromycin,309,691,760,2010,8,2010-08
Autumn,Losartan,87,Telmisartan,122,685,710,2023,2,2023-02
Autumn,Cetirizine,152,Loratadine,181,396,617,2017,8,2017-08
Summer,Omeprazole,123,Pantoprazole,113,197,624,2017,11,2017-11
Monsoon,Omeprazole,434,Pantoprazole,429,569,686,2011,12,2011-12
Monsoon,Salbutamol,315,Terbutaline,268,566,231,2019,12,2019-12
Monsoon,Cetirizine,362,Loratadine,329,385,373,2017,1,2017-01
Monsoon,Insulin,248,Glipizide,289,714,483,2016,4,2016-04
Winter,Losartan,272,Telmisartan,256,125,424,2012,6,2012-06
Summer,Metformin,53,Glimepiride,20,165,458,2020,11,2020-11
Autumn,Paracetamol,420,Ibuprofen,407,608,115,2023,6,2023-06
Spring,Insulin,472,Glipizide,423,690,147,2019,1,2019-01
Winter,Levothyroxine,423,Liothyronine,385,189,545,2016,12,2016-12
Winter,Paracetamol,475,Ibuprofen,456,233,252,2014,4,2014-04
Spring,Atorvastatin,122,Rosuvastatin,162,958,570,2023,8,2023-08
Winter,Salbutamol,493,Terbutaline,458,982,444,2023,10,2023-10
Spring,Paracetamol,77,Ibuprofen,54,314,495,2018,6,2018-06
Spring,Salbutamol,305,Terbutaline,350,629,596,2020,7,2020-07
Monsoon,Metformin,356,Glimepiride,343,984,121,2020,8,2020-08
Autumn,Levothyroxine,365,Liothyronine,388,610,471,2017,2,2017-02
Winter,Omeprazole,343,Pantoprazole,375,381,755,2022,4,2022-04
Monsoon,Cetirizine,158,Loratadine,136,967,531,2018,9,2018-09
Winter,Losartan,440,Telmisartan,423,321,545,2014,11,2014-11
Winter,Cetirizine,85,Loratadine,127,104,159,2020,12,2020-12
Summer,Omeprazole,468,Pantoprazole,515,928,596,2010,7,2010-07
Autumn,Salbutamol,293,Terbutaline,288,451,398,2011,1,2011-01
Monsoon,Salbutamol,379,Terbutaline,400,242,302,2020,1,2020-01
Winter,Atorvastatin,287,Rosuvastatin,248,534,594,2021,5,2021-05
Autumn,Insulin,51,Glipizide,5,789,715,2011,2,2011-02
Spring,Omeprazole,244,Pantoprazole,239,418,113,2014,11,2014-11
Winter,Levothyroxine,205,Liothyronine,251,772,684,2019,2,2019-02
Monsoon,Levothyroxine,274,Liothyronine,243,491,667,2016,6,2016-06
Monsoon,Insulin,292,Glipizide,255,168,485,2021,12,2021-12
Summer,Omeprazole,116,Pantoprazole,153,639,621,2010,4,2010-04
Monsoon,Insulin,217,Glipizide,229,346,623,2018,9,2018-09
Spring,Amoxicillin,81,Azithromycin,89,225,451,2014,3,2014-03
Spring,Atorvastatin,360,Rosuvastatin,352,203,107,2023,10,2023-10
Summer,Salbutamol,399,Terbutaline,386,585,405,2020,3,2020-03
Summer,Salbutamol,267,Terbutaline,286,517,165,2016,2,2016-02
Winter,Paracetamol,393,Ibuprofen,405,955,637,2013,4,2013-04
Monsoon,Salbutamol,406,Terbutaline,432,287,148,2011,3,2011-03
Monsoon,Amoxicillin,279,Azithromycin,244,696,460,2010,7,2010-07
Summer,Losartan,317,Telmisartan,328,146,218,2015,7,2015-07
Monsoon,Paracetamol,241,Ibuprofen,204,390,324,2011,6,2011-06
Monsoon,Salbutamol,398,Terbutaline,374,838,371,2012,2,2012-02
Winter,Paracetamol,381,Ibuprofen,409,406,138,2023,9,2023-09
Winter,Insulin,423,Glipizide,433,196,463,2024,7,2024-07
Winter,Levothyroxine,81,Liothyronine,73,799,432,2019,11,2019-11
Monsoon,Losartan,444,Telmisartan,469,757,427,2017,12,2017-12
Autumn,Atorvastatin,136,Rosuvastatin,95,860,557,2011,10,2011-10
Monsoon,Amoxicillin,266,Azithromycin,258,332,660,2014,7,2014-07
Autumn,Insulin,73,Glipizide,83,416,58,2022,7,2022-07
Monsoon,Paracetamol,434,Ibuprofen,394,861,552,2016,2,2016-02
Monsoon,Cetirizine,323,Loratadine,353,915,608,2018,6,2018-06
Monsoon,Levothyroxine,115,Liothyronine,163,625,780,2014,2,2014-02
Autumn,Atorvastatin,309,Rosuvastatin,263,233,355,2017,5,2017-05
Summer,Salbutamol,401,Terbutaline,430,825,483,2014,1,2014-01
Winter,Levothyroxine,166,Liothyronine,116,818,710,2023,7,2023-07
Autumn,Insulin,425,Glipizide,411,762,422,2019,3,2019-03
Spring,Salbutamol,385,Terbutaline,373,446,265,2014,11,2014-11
Winter,Cetirizine,142,Loratadine,169,435,740,2017,3,2017-03
Monsoon,Amoxicillin,303,Azithromycin,257,455,509,2023,6,2023-06
Monsoon,Cetirizine,486,Loratadine,533,260,383,2012,6,2012-06
Monsoon,Levothyroxine,321,Liothyronine,358,719,490,2013,11,2013-11
Spring,Insulin,364,Glipizide,325,615,170,2017,8,2017-08
Winter,Omeprazole,229,Pantoprazole,209,399,182,2023,5,2023-05
Winter,Cetirizine,144,Loratadine,188,731,323,2024,11,2024-11
Summer,Amoxicillin,70,Azithromycin,88,768,215,2010,2,2010-02
Monsoon,Amoxicillin,316,Azithromycin,344,821,345,2022,9,2022-09
Monsoon,Cetirizine,225,Loratadine,189,467,242,2022,6,2022-06
Summer,Cetirizine,397,Loratadine,362,573,506,2024,6,2024-06
Winter,Salbutamol,384,Terbutaline,413,317,519,2010,8,2010-08
Spring,Omeprazole,490,Pantoprazole,460,260,163,2014,1,2014-01
Autumn,Losartan,50,Telmisartan,7,733,702,2014,6,2014-06
Autumn,Cetirizine,226,Loratadine,265,108,754,2020,4,2020-04
Summer,Salbutamol,130,Terbutaline,158,875,347,2016,12,2016-12
Summer,Insulin,285,Glipizide,240,112,586,2017,12,2017-12
Monsoon,Losartan,456,Telmisartan,450,553,199,2012,2,2012-02
Winter,Atorvastatin,173,Rosuvastatin,149,945,264,2017,3,2017-03
Winter,Metformin,483,Glimepiride,457,348,260,2019,4,2019-04
Spring,Metformin,427,Glimepiride,390,785,655,2021,12,2021-12
Spring,Insulin,325,Glipizide,351,665,606,2016,2,2016-02
Autumn,Amoxicillin,492,Azithromycin,468,822,372,2011,9,2011-09
Spring,Atorvastatin,140,Rosuvastatin,163,123,621,2020,1,2020-01
Monsoon,Salbutamol,248,Terbutaline,261,285,175,2010,12,2010-12
Autumn,Omeprazole,209,Pantoprazole,170,894,199,2014,7,2014-07
Summer,Levothyroxine,183,Liothyronine,195,504,256,2018,9,2018-09
Autumn,Insulin,77,Glipizide,63,321,674,2018,6,2018-06
Autumn,Levothyroxine,219,Liothyronine,186,202,588,2015,4,2015-04
Autumn,Salbutamol,425,Terbutaline,431,734,422,2021,2,2021-02
Summer,Metformin,406,Glimepiride,357,145,409,2019,5,2019-05
Monsoon,Levothyroxine,219,Liothyronine,178,139,81,2013,2,2013-02
Summer,Amoxicillin,361,Azithromycin,331,241,496,2021,1,2021-01
Spring,Salbutamol,337,Terbutaline,357,267,782,2010,1,2010-01
Monsoon,Paracetamol,113,Ibuprofen,98,551,517,2015,4,2015-04
Spring,Paracetamol,427,Ibuprofen,450,681,740,2012,9,2012-09
Spring,Cetirizine,459,Loratadine,428,125,233,2019,8,2019-08
Spring,Insulin,298,Glipizide,331,699,298,2013,12,2013-12
Monsoon,Amoxicillin,356,Azithromycin,314,592,629,2016,11,2016-11
Spring,Amoxicillin,120,Azithromycin,89,980,516,2020,6,2020-06
Spring,Losartan,154,Telmisartan,176,748,763,2020,6,2020-06
Autumn,Amoxicillin,251,Azithromycin,244,345,211,2010,3,2010-03
Winter,Salbutamol,99,Terbutaline,126,718,320,2023,4,2023-04
Summer,Amoxicillin,145,Azithromycin,121,266,528,2011,9,2011-09
Monsoon,Salbutamol,287,Terbutaline,243,734,153,2024,7,2024-07
Winter,Paracetamol,290,Ibuprofen,253,134,485,2010,10,2010-10
Autumn,Paracetamol,330,Ibuprofen,340,508,563,2012,6,2012-06
Summer,Levothyroxine,262,Liothyronine,231,276,228,2016,7,2016-07
Summer,Metformin,127,Glimepiride,173,138,293,2014,2,2014-02
Monsoon,Paracetamol,174,Ibuprofen,215,706,214,2017,11,2017-11
Autumn,Omeprazole,64,Pantoprazole,85,282,644,2020,7,2020-07
Monsoon,Levothyroxine,225,Liothyronine,200,597,657,2024,12,2024-12
Monsoon,Metformin,168,Glimepiride,178,518,779,2011,7,2011-07
Summer,Insulin,295,Glipizide,281,565,599,2023,8,2023-08
Monsoon,Salbutamol,137,Terbutaline,118,402,668,2013,8,2013-08
Monsoon,Metformin,250,Glimepiride,279,292,536,2012,12,2012-12
Autumn,Metformin,498,Glimepiride,530,358,758,2021,3,2021-03
Autumn,Atorvastatin,234,Rosuvastatin,280,741,285,2015,10,2015-10
Summer,Cetirizine,64,Loratadine,114,775,541,2022,8,2022-08
Summer,Levothyroxine,302,Liothyronine,285,850,609,2017,9,2017-09
Winter,Insulin,467,Glipizide,506,884,178,2011,5,2011-05
Monsoon,Salbutamol,237,Terbutaline,262,452,658,2013,11,2013-11
Summer,Metformin,392,Glimepiride,372,371,455,2023,11,2023-11
Autumn,Losartan,166,Telmisartan,134,240,314,2015,9,2015-09
Spring,Losartan,327,Telmisartan,302,827,168,2021,5,2021-05
Monsoon,Metformin,304,Glimepiride,295,960,598,2015,5,2015-05
Autumn,Levothyroxine,143,Liothyronine,149,603,737,2014,6,2014-06
Summer,Salbutamol,331,Terbutaline,363,761,381,2010,10,2010-10
Autumn,Amoxicillin,452,Azithromycin,421,656,599,2022,4,2022-04
Summer,Cetirizine,267,Loratadine,248,322,413,2019,4,2019-04
Monsoon,Levothyroxine,144,Liothyronine,133,654,739,2019,5,2019-05
Spring,Amoxicillin,251,Azithromycin,277,671,424,2021,6,2021-06
Summer,Atorvastatin,57,Rosuvastatin,14,278,655,2014,12,2014-12
Winter,Atorvastatin,401,Rosuvastatin,356,121,201,2024,7,2024-07
Autumn,Metformin,270,Glimepiride,289,523,397,2013,9,2013-09
Summer,Insulin,419,Glipizide,412,899,725,2018,12,2018-12
Monsoon,Cetirizine,144,Loratadine,131,845,290,2022,4,2022-04
Winter,Cetirizine,77,Loratadine,98,334,540,2013,9,2013-09
Monsoon,Losartan,347,Telmisartan,300,396,480,2019,9,2019-09
Monsoon,Salbutamol,237,Terbutaline,228,629,307,2021,6,2021-06
Monsoon,Omeprazole,449,Pantoprazole,413,977,141,2017,5,2017-05
Spring,Cetirizine,371,Loratadine,418,838,499,2024,12,2024-12
Autumn,Atorvastatin,452,Rosuvastatin,462,461,230,2018,5,2018-05
Spring,Insulin,376,Glipizide,397,782,59,2019,3,2019-03
Winter,Insulin,101,Glipizide,51,295,182,2014,1,2014-01
Summer,Insulin,151,Glipizide,133,545,703,2010,9,2010-09
Summer,Insulin,273,Glipizide,308,407,202,2012,2,2012-02
Winter,Atorvastatin,482,Rosuvastatin,445,889,602,2023,6,2023-06
Monsoon,Losartan,105,Telmisartan,80,675,691,2020,4,2020-04
Autumn,Salbutamol,76,Terbutaline,87,745,780,2015,12,2015-12
Spring,Cetirizine,347,Loratadine,330,983,191,2020,2,2020-02
Autumn,Omeprazole,129,Pantoprazole,117,180,742,2022,1,2022-01
Winter,Amoxicillin,364,Azithromycin,335,573,644,2020,12,2020-12
Summer,Losartan,349,Telmisartan,318,402,206,2024,10,2024-10
Spring,Insulin,54,Glipizide,60,876,337,2022,6,2022-06
Summer,Paracetamol,351,Ibuprofen,401,220,314,2023,2,2023-02
Monsoon,Omeprazole,406,Pantoprazole,377,987,595,2018,3,2018-03
Spring,Omeprazole,91,Pantoprazole,85,855,281,2016,10,2016-10
Spring,Paracetamol,415,Ibuprofen,402,843,462,2020,5,2020-05
Summer,Atorvastatin,236,Rosuvastatin,252,649,325,2023,8,2023-08
Winter,Atorvastatin,306,Rosuvastatin,269,208,690,2010,10,2010-10
Autumn,Amoxicillin,51,Azithromycin,64,132,269,2022,12,2022-12
Autumn,Amoxicillin,344,Azithromycin,323,517,447,2020,5,2020-05
Autumn,Cetirizine,363,Loratadine,394,756,379,2023,8,2023-08
Summer,Paracetamol,94,Ibuprofen,76,503,364,2012,1,2012-01
Spring,Losartan,331,Telmisartan,346,432,718,2012,12,2012-12
Winter,Amoxicillin,259,Azithromycin,273,689,556,2014,3,2014-03
Winter,Atorvastatin,308,Rosuvastatin,284,504,737,2022,8,2022-08
Autumn,Cetirizine,106,Loratadine,85,401,528,2018,2,2018-02
Winter,Omeprazole,333,Pantoprazole,299,922,614,2014,7,2014-07
Summer,Metformin,209,Glimepiride,177,400,89,2012,1,2012-01
Summer,Paracetamol,323,Ibuprofen,347,494,242,2021,10,2021-10
Monsoon,Atorvastatin,257,Rosuvastatin,218,148,388,2013,7,2013-07
Monsoon,Metformin,423,Glimepiride,408,855,748,2017,2,2017-02
Summer,Levothyroxine,432,Liothyronine,419,222,707,2014,1,2014-01
Summer,Atorvastatin,242,Rosuvastatin,230,153,257,2015,4,2015-04
Monsoon,Salbutamol,486,Terbutaline,507,323,527,2010,10,2010-10
Monsoon,Metformin,357,Glimepiride,380,844,743,2010,4,2010-04
Autumn,Atorvastatin,275,Rosuvastatin,231,447,82,2014,1,2014-01
Spring,Omeprazole,59,Pantoprazole,98,122,240,2012,4,2012-04
Monsoon,Levothyroxine,443,Liothyronine,415,533,365,2021,10,2021-10
Summer,Salbutamol,382,Terbutaline,352,567,135,2011,11,2011-11
Autumn,Cetirizine,181,Loratadine,205,564,340,2010,1,2010-01
Spring,Insulin,398,Glipizide,421,738,621,2023,2,2023-02
Summer,Losartan,373,Telmisartan,415,532,422,2014,11,2014-11
Monsoon,Losartan,386,Telmisartan,362,960,287,2022,5,2022-05
Monsoon,Levothyroxine,334,Liothyronine,303,452,184,2017,4,2017-04
Winter,Salbutamol,240,Terbutaline,251,778,645,2016,5,2016-05
Monsoon,Atorvastatin,255,Rosuvastatin,280,727,118,2017,4,2017-04
Autumn,Omeprazole,52,Pantoprazole,79,202,532,2017,8,2017-08
Monsoon,Losartan,442,Telmisartan,398,791,708,2010,7,2010-07
Autumn,Omeprazole,85,Pantoprazole,110,335,723,2017,11,2017-11
Spring,Omeprazole,348,Pantoprazole,314,187,60,2018,11,2018-11
Winter,Paracetamol,273,Ibuprofen,320,499,482,2012,4,2012-04
Monsoon,Amoxicillin,241,Azithromycin,200,117,315,2024,8,2024-08
Winter,Levothyroxine,477,Liothyronine,437,819,550,2022,4,2022-04
Summer,Paracetamol,426,Ibuprofen,388,918,566,2023,4,2023-04
Winter,Amoxicillin,392,Azithromycin,436,442,76,2023,10,2023-10
Monsoon,Levothyroxine,290,Liothyronine,309,395,773,2018,1,2018-01
Winter,Salbutamol,122,Terbutaline,149,693,298,2018,9,2018-09
Summer,Salbutamol,127,Terbutaline,145,520,563,2017,3,2017-03
Monsoon,Omeprazole,359,Pantoprazole,369,334,740,2015,10,2015-10
Autumn,Losartan,447,Telmisartan,426,232,764,2014,9,2014-09
Spring,Cetirizine,230,Loratadine,189,447,520,2024,3,2024-03
Autumn,Omeprazole,496,Pantoprazole,481,350,523,2012,3,2012-03
Winter,Cetirizine,268,Loratadine,247,367,598,2010,3,2010-03
Winter,Salbutamol,318,Terbutaline,308,206,318,2014,1,2014-01
Autumn,Omeprazole,374,Pantoprazole,383,678,144,2013,7,2013-07
Monsoon,Metformin,332,Glimepiride,318,212,324,2010,5,2010-05
Autumn,Salbutamol,249,Terbutaline,257,219,446,2017,6,2017-06
Spring,Losartan,261,Telmisartan,233,569,136,2012,10,2012-10
Monsoon,Atorvastatin,134,Rosuvastatin,114,534,230,2022,10,2022-10
Summer,Amoxicillin,68,Azithromycin,52,567,442,2020,8,2020-08
Monsoon,Paracetamol,440,Ibuprofen,432,518,412,2017,4,2017-04
Summer,Paracetamol,321,Ibuprofen,340,941,510,2014,4,2014-04
Autumn,Cetirizine,251,Loratadine,230,659,482,2020,9,2020-09
Winter,Amoxicillin,248,Azithromycin,208,433,332,2018,7,2018-07
Winter,Metformin,248,Glimepiride,201,195,407,2024,2,2024-02
Spring,Cetirizine,263,Loratadine,268,746,419,2023,11,2023-11
Autumn,Metformin,442,Glimepiride,431,713,221,2015,8,2015-08
Summer,Paracetamol,463,Ibuprofen,488,202,458,2017,11,2017-11
Winter,Amoxicillin,132,Azithromycin,157,424,718,2018,10,2018-10
Monsoon,Paracetamol,266,Ibuprofen,310,265,540,2017,5,2017-05
Winter,Cetirizine,146,Loratadine,110,286,598,2019,1,2019-01
Monsoon,Omeprazole,417,Pantoprazole,465,889,190,2022,5,2022-05
Monsoon,Paracetamol,129,Ibuprofen,114,739,410,2018,5,2018-05
Winter,Levothyroxine,302,Liothyronine,324,500,445,2019,2,2019-02
Winter,Cetirizine,294,Loratadine,289,106,733,2012,2,2012-02
Winter,Atorvastatin,376,Rosuvastatin,419,908,698,2021,3,2021-03
Monsoon,Metformin,342,Glimepiride,337,146,440,2014,3,2014-03
Summer,Cetirizine,416,Loratadine,421,338,142,2023,4,2023-04
Winter,Paracetamol,297,Ibuprofen,346,949,719,2020,5,2020-05
Monsoon,Insulin,360,Glipizide,341,866,180,2015,9,2015-09
Winter,Metformin,164,Glimepiride,151,316,72,2018,3,2018-03
Spring,Amoxicillin,454,Azithromycin,437,749,378,2022,6,2022-06
Autumn,Levothyroxine,449,Liothyronine,487,637,98,2017,1,2017-01
Autumn,Metformin,350,Glimepiride,369,436,201,2013,10,2013-10
Monsoon,Metformin,343,Glimepiride,304,311,690,2019,11,2019-11
Spring,Salbutamol,156,Terbutaline,183,514,330,2018,12,2018-12
Autumn,Salbutamol,269,Terbutaline,296,482,697,2021,7,2021-07
Summer,Omeprazole,298,Pantoprazole,291,426,495,2014,9,2014-09
Autumn,Amoxicillin,72,Azithromycin,59,282,82,2018,4,2018-04
Autumn,Amoxicillin,389,Azithromycin,351,676,638,2019,8,2019-08
Summer,Amoxicillin,348,Azithromycin,321,417,721,2020,4,2020-04
Spring,Salbutamol,437,Terbutaline,447,161,190,2019,10,2019-10
Monsoon,Levothyroxine,494,Liothyronine,510,882,573,2013,4,2013-04
Spring,Losartan,120,Telmisartan,80,875,67,2014,6,2014-06
Spring,Metformin,416,Glimepiride,453,919,160,2020,10,2020-10
Spring,Insulin,228,Glipizide,197,154,455,2024,6,2024-06
Spring,Atorvastatin,489,Rosuvastatin,455,159,625,2012,5,2012-05
Autumn,Levothyroxine,278,Liothyronine,326,998,374,2022,12,2022-12
Winter,Salbutamol,62,Terbutaline,89,751,760,2016,5,2016-05
Summer,Insulin,496,Glipizide,452,170,290,2012,3,2012-03
Winter,Amoxicillin,478,Azithromycin,435,648,66,2010,7,2010-07
Autumn,Insulin,478,Glipizide,483,847,488,2012,3,2012-03
Winter,Cetirizine,379,Loratadine,337,867,406,2010,12,2010-12
Monsoon,Salbutamol,466,Terbutaline,472,390,518,2013,2,2013-02
Autumn,Metformin,122,Glimepiride,103,894,67,2021,12,2021-12
Autumn,Salbutamol,66,Terbutaline,41,909,601,2024,8,2024-08
Monsoon,Insulin,254,Glipizide,283,704,177,2019,11,2019-11
Winter,Metformin,425,Glimepiride,419,568,463,2017,9,2017-09
Winter,Cetirizine,353,Loratadine,335,341,569,2022,9,2022-09
Summer,Cetirizine,350,Loratadine,325,635,433,2021,8,2021-08
Autumn,Losartan,428,Telmisartan,409,424,363,2012,8,2012-08
Monsoon,Atorvastatin,340,Rosuvastatin,364,275,316,2021,2,2021-02
Summer,Insulin,185,Glipizide,212,692,422,2017,2,2017-02
Monsoon,Insulin,376,Glipizide,353,758,473,2023,12,2023-12
Monsoon,Metformin,225,Glimepiride,261,480,524,2015,7,2015-07
Autumn,Salbutamol,66,Terbutaline,84,338,567,2021,7,2021-07
Summer,Metformin,70,Glimepiride,63,840,128,2021,5,2021-05
Monsoon,Metformin,343,Glimepiride,367,719,387,2016,6,2016-06
Autumn,Cetirizine,243,Loratadine,231,199,455,2016,3,2016-03
Summer,Amoxicillin,188,Azithromycin,141,477,321,2024,3,2024-03
Monsoon,Atorvastatin,452,Rosuvastatin,412,728,495,2020,3,2020-03
Winter,Omeprazole,461,Pantoprazole,480,844,126,2014,7,2014-07
Winter,Omeprazole,495,Pantoprazole,486,259,646,2011,4,2011-04
Monsoon,Atorvastatin,277,Rosuvastatin,282,149,436,2017,11,2017-11
Autumn,Paracetamol,206,Ibuprofen,181,592,642,2018,3,2018-03
Monsoon,Cetirizine,286,Loratadine,250,315,595,2017,2,2017-02
Summer,Losartan,466,Telmisartan,503,158,453,2017,9,2017-09
Autumn,Salbutamol,470,Terbutaline,520,159,681,2018,2,2018-02
Spring,Amoxicillin,186,Azithromycin,161,801,639,2020,3,2020-03
Summer,Salbutamol,176,Terbutaline,184,286,91,2012,11,2012-11
Autumn,Salbutamol,396,Terbutaline,370,493,193,2015,7,2015-07
Summer,Paracetamol,135,Ibuprofen,93,222,455,2010,3,2010-03
Winter,Insulin,62,Glipizide,29,500,106,2012,6,2012-06
Summer,Paracetamol,327,Ibuprofen,321,723,394,2015,11,2015-11
Autumn,Levothyroxine,354,Liothyronine,308,996,771,2019,11,2019-11
Spring,Metformin,444,Glimepiride,458,742,664,2022,1,2022-01
Spring,Paracetamol,201,Ibuprofen,207,978,676,2016,10,2016-10
Autumn,Paracetamol,218,Ibuprofen,172,737,513,2021,11,2021-11
Monsoon,Cetirizine,189,Loratadine,151,486,178,2011,4,2011-04
Monsoon,Amoxicillin,162,Azithromycin,113,374,557,2023,6,2023-06
Summer,Omeprazole,284,Pantoprazole,311,408,777,2016,10,2016-10
Monsoon,Paracetamol,454,Ibuprofen,429,797,586,2021,10,2021-10
Winter,Levothyroxine,158,Liothyronine,121,832,570,2010,12,2010-12
Monsoon,Levothyroxine,164,Liothyronine,157,502,396,2016,9,2016-09
Summer,Salbutamol,278,Terbutaline,325,535,168,2022,11,2022-11
Spring,Atorvastatin,155,Rosuvastatin,177,723,796,2021,7,2021-07
Autumn,Cetirizine,215,Loratadine,225,126,497,2021,1,2021-01
Winter,Levothyroxine,282,Liothyronine,276,809,658,2010,7,2010-07
Winter,Paracetamol,452,Ibuprofen,492,756,764,2012,5,2012-05
Autumn,Levothyroxine,424,Liothyronine,430,432,674,2023,12,2023-12
Autumn,Atorvastatin,384,Rosuvastatin,379,161,543,2012,6,2012-06
Summer,Atorvastatin,148,Rosuvastatin,192,194,108,2023,2,2023-02
Monsoon,Metformin,179,Glimepiride,136,445,544,2019,11,2019-11
Summer,Omeprazole,69,Pantoprazole,80,800,289,2024,9,2024-09
Autumn,Amoxicillin,294,Azithromycin,335,300,178,2016,6,2016-06
Spring,Losartan,498,Telmisartan,448,616,82,2014,4,2014-04
Autumn,Omeprazole,248,Pantoprazole,297,108,177,2018,12,2018-12
Winter,Omeprazole,245,Pantoprazole,233,495,312,2014,11,2014-11
Winter,Atorvastatin,362,Rosuvastatin,410,258,381,2019,1,2019-01
Spring,Paracetamol,180,Ibuprofen,225,299,83,2015,8,2015-08
Winter,Omeprazole,284,Pantoprazole,239,369,214,2022,4,2022-04
Autumn,Salbutamol,234,Terbutaline,224,716,309,2012,8,2012-08
Autumn,Levothyroxine,454,Liothyronine,416,489,511,2024,8,2024-08
Winter,Losartan,353,Telmisartan,377,843,482,2018,4,2018-04
Spring,Omeprazole,250,Pantoprazole,292,850,347,2021,9,2021-09
Summer,Paracetamol,255,Ibuprofen,236,556,415,2020,2,2020-02
Summer,Levothyroxine,252,Liothyronine,274,470,325,2021,10,2021-10
Summer,Cetirizine,236,Loratadine,228,585,302,2014,3,2014-03
Autumn,Amoxicillin,148,Azithromycin,109,690,104,2023,7,2023-07
Summer,Metformin,425,Glimepiride,414,890,645,2014,8,2014-08
Monsoon,Losartan,234,Telmisartan,275,270,426,2022,12,2022-12
Spring,Metformin,205,Glimepiride,243,443,117,2023,11,2023-11
Winter,Insulin,493,Glipizide,517,435,138,2011,5,2011-05
Summer,Paracetamol,66,Ibuprofen,34,360,362,2017,7,2017-07
Spring,Losartan,115,Telmisartan,149,232,771,2017,3,2017-03
Autumn,Paracetamol,113,Ibuprofen,160,428,320,2015,7,2015-07
Autumn,Paracetamol,347,Ibuprofen,362,615,554,2015,3,2015-03
Spring,Atorvastatin,414,Rosuvastatin,446,673,502,2012,6,2012-06
Autumn,Salbutamol,378,Terbutaline,329,258,611,2022,5,2022-05
Autumn,Amoxicillin,254,Azithromycin,268,789,117,2010,6,2010-06
Summer,Salbutamol,344,Terbutaline,394,889,552,2017,1,2017-01
Monsoon,Losartan,360,Telmisartan,331,721,581,2018,9,2018-09
Monsoon,Cetirizine,107,Loratadine,115,964,213,2011,8,2011-08
